clip_filename,relative_path,label,duration_sec,device,split
tr_tophanelioğlu01_clip013.wav,traffic\tr_tophanelioğlu01_clip013.wav,traffic,,Zoom H4essential,train
const_bozcaada02_clip007.wav,construction\const_bozcaada02_clip007.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin12_clip015.wav,bird_sounds\bs_ozyegin12_clip015.wav,bird_sounds,,Zoom H4essential,train
bs_koru34_clip001.wav,bird_sounds\bs_koru34_clip001.wav,bird_sounds,,Zoom H4essential,train
wtr_koru03_clip004.wav,wind_trees\wtr_koru03_clip004.wav,wind_trees,,Zoom H4essential,train
wtr_koru32_clip006.wav,wind_trees\wtr_koru32_clip006.wav,wind_trees,,Zoom H4essential,train
siren_police02_clip014.wav,siren\siren_police02_clip014.wav,siren,2.0,Zoom H4essential,train
pt_bus01_clip009.WAV,public_transport\pt_bus01_clip009.WAV,public_transport,,Zoom H4essential,train
cc_vs04_clip013.wav,crowd_chatter\cc_vs04_clip013.wav,crowd_chatter,,Zoom H4essential,train
tr_aurangabad01_clip021.wav,traffic\tr_aurangabad01_clip021.wav,traffic,2.0,Zoom H4essential,train
bs_ozyegin_clip005.wav,bird_sounds\bs_ozyegin_clip005.wav,bird_sounds,,Zoom H4essential,train
cc_vs03_clip034.wav,crowd_chatter\cc_vs03_clip034.wav,crowd_chatter,,Zoom H4essential,train
ft_koru32_clip001.wav,footsteps\ft_koru32_clip001.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip001.wav,siren\siren_tornado01_clip001.wav,siren,2.0,Zoom H4essential,train
wtr_forest01_clip010.wav,wind_trees\wtr_forest01_clip010.wav,wind_trees,2.0,Zoom H4essential,train
bs_ozyegin5_clip014.wav,bird_sounds\bs_ozyegin5_clip014.wav,bird_sounds,,Zoom H4essential,train
tr_aurangabad01_clip061.wav,traffic\tr_aurangabad01_clip061.wav,traffic,2.0,Zoom H4essential,train
pt_shuttle01_clip024.WAV,public_transport\pt_shuttle01_clip024.WAV,public_transport,,Zoom H4essential,train
ft_koru19_clip002.wav,footsteps\ft_koru19_clip002.wav,footsteps,,Zoom H4essential,train
const_üsküdar01_clip054.wav,construction\const_üsküdar01_clip054.wav,construction,2.0,Zoom H4essential,train
cc_vs04_clip015.wav,crowd_chatter\cc_vs04_clip015.wav,crowd_chatter,,Zoom H4essential,train
pt_shuttle01_clip045.WAV,public_transport\pt_shuttle01_clip045.WAV,public_transport,,Zoom H4essential,train
ft_koru07_clip002.wav,footsteps\ft_koru07_clip002.wav,footsteps,,Zoom H4essential,train
pt_plane01_clip005.wav,public_transport\pt_plane01_clip005.wav,public_transport,2.0,Zoom H4essential,train
pt_mar04_clip003.wav,public_transport\pt_mar04_clip003.wav,public_transport,,Zoom H4essential,train
wtr_koru17_clip003.wav,wind_trees\wtr_koru17_clip003.wav,wind_trees,,Zoom H4essential,train
wtr_koru17_clip005.wav,wind_trees\wtr_koru17_clip005.wav,wind_trees,,Zoom H4essential,train
bs_ozyegin13_clip007.wav,bird_sounds\bs_ozyegin13_clip007.wav,bird_sounds,,Zoom H4essential,train
ft_koru33_clip003.wav,footsteps\ft_koru33_clip003.wav,footsteps,,Zoom H4essential,train
tr_tophanelioğlu05_clip002.wav,traffic\tr_tophanelioğlu05_clip002.wav,traffic,,Zoom H4essential,train
tr_tophanelioğlu09_clip010.wav,traffic\tr_tophanelioğlu09_clip010.wav,traffic,,Zoom H4essential,train
bs_ozyegin16_clip017.wav,bird_sounds\bs_ozyegin16_clip017.wav,bird_sounds,,Zoom H4essential,train
cc_vs08_clip008.wav,crowd_chatter\cc_vs08_clip008.wav,crowd_chatter,,Zoom H4essential,train
cc_vs03_clip009.wav,crowd_chatter\cc_vs03_clip009.wav,crowd_chatter,,Zoom H4essential,train
const_üsküdar01_clip037.wav,construction\const_üsküdar01_clip037.wav,construction,2.0,Zoom H4essential,train
cc_vs03_clip053.wav,crowd_chatter\cc_vs03_clip053.wav,crowd_chatter,,Zoom H4essential,train
cc_vs04_clip002.wav,crowd_chatter\cc_vs04_clip002.wav,crowd_chatter,,Zoom H4essential,train
bs_ozyegin11_clip007.wav,bird_sounds\bs_ozyegin11_clip007.wav,bird_sounds,,Zoom H4essential,train
pt_shuttle01_clip006.WAV,public_transport\pt_shuttle01_clip006.WAV,public_transport,,Zoom H4essential,train
const_bozcaada01_clip008.wav,construction\const_bozcaada01_clip008.wav,construction,2.0,Zoom H4essential,train
const_bozcaada01_clip026.wav,construction\const_bozcaada01_clip026.wav,construction,2.0,Zoom H4essential,train
ft_home02_clip004.wav,footsteps\ft_home02_clip004.wav,footsteps,2.0,Zoom H4essential,train
tr_aurangabad01_clip011.wav,traffic\tr_aurangabad01_clip011.wav,traffic,2.0,Zoom H4essential,train
const_bozcaada02_clip026.wav,construction\const_bozcaada02_clip026.wav,construction,2.0,Zoom H4essential,train
ft_koru23_clip011.wav,footsteps\ft_koru23_clip011.wav,footsteps,,Zoom H4essential,train
ft_koru07_clip006.wav,footsteps\ft_koru07_clip006.wav,footsteps,,Zoom H4essential,train
bs_ozyegin_clip012.wav,bird_sounds\bs_ozyegin_clip012.wav,bird_sounds,,Zoom H4essential,train
cc_vs03_clip045.wav,crowd_chatter\cc_vs03_clip045.wav,crowd_chatter,,Zoom H4essential,train
wtr_koru28_clip003.wav,wind_trees\wtr_koru28_clip003.wav,wind_trees,,Zoom H4essential,train
bs_ozyegin13_clip005.wav,bird_sounds\bs_ozyegin13_clip005.wav,bird_sounds,,Zoom H4essential,train
wtr_koru33_clip002.wav,wind_trees\wtr_koru33_clip002.wav,wind_trees,,Zoom H4essential,train
siren_tornado01_clip006.wav,siren\siren_tornado01_clip006.wav,siren,2.0,Zoom H4essential,train
tr_tophanelioğlu04_clip004.wav,traffic\tr_tophanelioğlu04_clip004.wav,traffic,,Zoom H4essential,train
tr_tophanelioğlu06_clip003.wav,traffic\tr_tophanelioğlu06_clip003.wav,traffic,,Zoom H4essential,train
cc_mar04_clip006.wav,crowd_chatter\cc_mar04_clip006.wav,crowd_chatter,,Zoom H4essential,train
wtr_koru17_clip004.wav,wind_trees\wtr_koru17_clip004.wav,wind_trees,,Zoom H4essential,train
siren_police01_clip009.wav,siren\siren_police01_clip009.wav,siren,2.0,Zoom H4essential,train
cc_vs03_clip022.wav,crowd_chatter\cc_vs03_clip022.wav,crowd_chatter,,Zoom H4essential,train
cc_vs04_clip031.wav,crowd_chatter\cc_vs04_clip031.wav,crowd_chatter,,Zoom H4essential,train
bs_ozyegin8_clip005.wav,bird_sounds\bs_ozyegin8_clip005.wav,bird_sounds,,Zoom H4essential,train
tr_tophanelioğlu01_clip014.wav,traffic\tr_tophanelioğlu01_clip014.wav,traffic,,Zoom H4essential,train
cc_vs03_clip014.wav,crowd_chatter\cc_vs03_clip014.wav,crowd_chatter,,Zoom H4essential,train
pt_shuttle01_clip013.WAV,public_transport\pt_shuttle01_clip013.WAV,public_transport,,Zoom H4essential,train
siren_anma01_clip010.wav,siren\siren_anma01_clip010.wav,siren,2.0,Zoom H4essential,train
cc_vs03_clip038.wav,crowd_chatter\cc_vs03_clip038.wav,crowd_chatter,,Zoom H4essential,train
pt_shuttle01_clip003.WAV,public_transport\pt_shuttle01_clip003.WAV,public_transport,,Zoom H4essential,train
siren_tornado01_clip029.wav,siren\siren_tornado01_clip029.wav,siren,2.0,Zoom H4essential,train
ft_koru25_clip001.wav,footsteps\ft_koru25_clip001.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip014.wav,siren\siren_tornado01_clip014.wav,siren,2.0,Zoom H4essential,train
cc_vs03_clip046.wav,crowd_chatter\cc_vs03_clip046.wav,crowd_chatter,,Zoom H4essential,train
siren_police03_clip005.wav,siren\siren_police03_clip005.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin15_clip024.wav,bird_sounds\bs_ozyegin15_clip024.wav,bird_sounds,,Zoom H4essential,train
wtr_koru18_clip001.wav,wind_trees\wtr_koru18_clip001.wav,wind_trees,,Zoom H4essential,train
wtr_koru01_clip003.wav,wind_trees\wtr_koru01_clip003.wav,wind_trees,,Zoom H4essential,train
bs_ozyegin4_clip004.wav,bird_sounds\bs_ozyegin4_clip004.wav,bird_sounds,,Zoom H4essential,train
siren_tornado01_clip040.wav,siren\siren_tornado01_clip040.wav,siren,2.0,Zoom H4essential,train
siren_anma01_clip028.wav,siren\siren_anma01_clip028.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin14_clip005.wav,bird_sounds\bs_ozyegin14_clip005.wav,bird_sounds,,Zoom H4essential,train
ft_koru10_clip001.wav,footsteps\ft_koru10_clip001.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip024.wav,siren\siren_tornado01_clip024.wav,siren,2.0,Zoom H4essential,train
cc_vs03_clip013.wav,crowd_chatter\cc_vs03_clip013.wav,crowd_chatter,,Zoom H4essential,train
siren_police01_clip004.wav,siren\siren_police01_clip004.wav,siren,2.0,Zoom H4essential,train
siren_tornado01_clip009.wav,siren\siren_tornado01_clip009.wav,siren,2.0,Zoom H4essential,train
pt_bus01_clip039.WAV,public_transport\pt_bus01_clip039.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin16_clip007.wav,bird_sounds\bs_ozyegin16_clip007.wav,bird_sounds,,Zoom H4essential,train
cc_vs05_clip005.wav,crowd_chatter\cc_vs05_clip005.wav,crowd_chatter,,Zoom H4essential,train
cc_vs03_clip004.wav,crowd_chatter\cc_vs03_clip004.wav,crowd_chatter,,Zoom H4essential,train
cc_vs03_clip043.wav,crowd_chatter\cc_vs03_clip043.wav,crowd_chatter,,Zoom H4essential,train
ft_site02_clip002.wav,footsteps\ft_site02_clip002.wav,footsteps,,Zoom H4essential,train
ft_koru07_clip004.wav,footsteps\ft_koru07_clip004.wav,footsteps,,Zoom H4essential,train
cc_mar04_clip008.wav,crowd_chatter\cc_mar04_clip008.wav,crowd_chatter,,Zoom H4essential,train
ft_koru23_clip015.wav,footsteps\ft_koru23_clip015.wav,footsteps,,Zoom H4essential,train
ft_vs10_clip001.wav,footsteps\ft_vs10_clip001.wav,footsteps,,Zoom H4essential,train
tr_tophanelioğlu03_clip004.wav,traffic\tr_tophanelioğlu03_clip004.wav,traffic,,Zoom H4essential,train
ft_koru27_clip003.wav,footsteps\ft_koru27_clip003.wav,footsteps,,Zoom H4essential,train
pt_shuttle01_clip036.WAV,public_transport\pt_shuttle01_clip036.WAV,public_transport,,Zoom H4essential,train
const_bozcaada01_clip005.wav,construction\const_bozcaada01_clip005.wav,construction,2.0,Zoom H4essential,train
siren_ambulance03_clip016.wav,siren\siren_ambulance03_clip016.wav,siren,2.0,Zoom H4essential,train
const_üsküdar01_clip053.wav,construction\const_üsküdar01_clip053.wav,construction,2.0,Zoom H4essential,train
ft_koru13_clip005.wav,footsteps\ft_koru13_clip005.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip042.wav,siren\siren_tornado01_clip042.wav,siren,2.0,Zoom H4essential,train
wtr_iphone01_clip002.wav,wind_trees\wtr_iphone01_clip002.wav,wind_trees,2.0,Zoom H4essential,train
const_bozcaada03_clip006.wav,construction\const_bozcaada03_clip006.wav,construction,2.0,Zoom H4essential,train
wtr_koru03_clip003.wav,wind_trees\wtr_koru03_clip003.wav,wind_trees,,Zoom H4essential,train
tr_tophanelioğlu05_clip007.wav,traffic\tr_tophanelioğlu05_clip007.wav,traffic,,Zoom H4essential,train
ft_koru06_clip003.wav,footsteps\ft_koru06_clip003.wav,footsteps,,Zoom H4essential,train
wtr_koru21_clip002.wav,wind_trees\wtr_koru21_clip002.wav,wind_trees,,Zoom H4essential,train
tr_tophanelioğlu05_clip005.wav,traffic\tr_tophanelioğlu05_clip005.wav,traffic,,Zoom H4essential,train
siren_anma01_clip025.wav,siren\siren_anma01_clip025.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin11_clip001.wav,bird_sounds\bs_ozyegin11_clip001.wav,bird_sounds,,Zoom H4essential,train
ft_koru05_clip002.wav,footsteps\ft_koru05_clip002.wav,footsteps,,Zoom H4essential,train
const_üsküdar01_clip055.wav,construction\const_üsküdar01_clip055.wav,construction,2.0,Zoom H4essential,train
siren_anma01_clip003.wav,siren\siren_anma01_clip003.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin8_clip001.wav,bird_sounds\bs_ozyegin8_clip001.wav,bird_sounds,,Zoom H4essential,train
wtr_vs03_clip001.wav,wind_trees\wtr_vs03_clip001.wav,wind_trees,,Zoom H4essential,train
siren_anma01_clip011.wav,siren\siren_anma01_clip011.wav,siren,2.0,Zoom H4essential,train
wtr_tophanelioglu01_clip002.wav,wind_trees\wtr_tophanelioglu01_clip002.wav,wind_trees,,Zoom H4essential,train
pt_shuttle01_clip031.WAV,public_transport\pt_shuttle01_clip031.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin12_clip005.wav,bird_sounds\bs_ozyegin12_clip005.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada01_clip007.wav,construction\const_bozcaada01_clip007.wav,construction,2.0,Zoom H4essential,train
siren_anma01_clip026.wav,siren\siren_anma01_clip026.wav,siren,2.0,Zoom H4essential,train
cc_vs08_clip005.wav,crowd_chatter\cc_vs08_clip005.wav,crowd_chatter,,Zoom H4essential,train
wtr_forest01_clip012.wav,wind_trees\wtr_forest01_clip012.wav,wind_trees,2.0,Zoom H4essential,train
tr_tophanelioğlu09_clip012.wav,traffic\tr_tophanelioğlu09_clip012.wav,traffic,,Zoom H4essential,train
cc_vs03_clip018.wav,crowd_chatter\cc_vs03_clip018.wav,crowd_chatter,,Zoom H4essential,train
siren_tornado01_clip028.wav,siren\siren_tornado01_clip028.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin4_clip002.wav,bird_sounds\bs_ozyegin4_clip002.wav,bird_sounds,,Zoom H4essential,train
bs_ozyegin3_clip002.wav,bird_sounds\bs_ozyegin3_clip002.wav,bird_sounds,,Zoom H4essential,train
const_üsküdar01_clip038.wav,construction\const_üsküdar01_clip038.wav,construction,2.0,Zoom H4essential,train
tr_tophanelioğlu01_clip003.wav,traffic\tr_tophanelioğlu01_clip003.wav,traffic,,Zoom H4essential,train
siren_tornado01_clip031.wav,siren\siren_tornado01_clip031.wav,siren,2.0,Zoom H4essential,train
wtr_iphone01_clip001.wav,wind_trees\wtr_iphone01_clip001.wav,wind_trees,2.0,Zoom H4essential,train
pt_plane01_clip020.wav,public_transport\pt_plane01_clip020.wav,public_transport,2.0,Zoom H4essential,train
bs_ozyegin6_clip005.wav,bird_sounds\bs_ozyegin6_clip005.wav,bird_sounds,,Zoom H4essential,train
ft_koru13_clip006.wav,footsteps\ft_koru13_clip006.wav,footsteps,,Zoom H4essential,train
bs_ozyegin12_clip004.wav,bird_sounds\bs_ozyegin12_clip004.wav,bird_sounds,,Zoom H4essential,train
pt_plane01_clip012.wav,public_transport\pt_plane01_clip012.wav,public_transport,2.0,Zoom H4essential,train
cc_vs04_clip032.wav,crowd_chatter\cc_vs04_clip032.wav,crowd_chatter,,Zoom H4essential,train
pt_shuttle01_clip043.WAV,public_transport\pt_shuttle01_clip043.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin6_clip006.wav,bird_sounds\bs_ozyegin6_clip006.wav,bird_sounds,,Zoom H4essential,train
ft_koru33_clip011.wav,footsteps\ft_koru33_clip011.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip035.wav,siren\siren_tornado01_clip035.wav,siren,2.0,Zoom H4essential,train
tr_tophanelioğlu03_clip001.wav,traffic\tr_tophanelioğlu03_clip001.wav,traffic,,Zoom H4essential,train
wtr_koru29_clip009.wav,wind_trees\wtr_koru29_clip009.wav,wind_trees,,Zoom H4essential,train
const_üsküdar01_clip013.wav,construction\const_üsküdar01_clip013.wav,construction,2.0,Zoom H4essential,train
ft_site02_clip004.wav,footsteps\ft_site02_clip004.wav,footsteps,,Zoom H4essential,train
tr_tophanelioğlu09_clip005.wav,traffic\tr_tophanelioğlu09_clip005.wav,traffic,,Zoom H4essential,train
ft_koru33_clip014.wav,footsteps\ft_koru33_clip014.wav,footsteps,,Zoom H4essential,train
tr_aurangabad01_clip007.wav,traffic\tr_aurangabad01_clip007.wav,traffic,2.0,Zoom H4essential,train
tr_aurangabad01_clip025.wav,traffic\tr_aurangabad01_clip025.wav,traffic,2.0,Zoom H4essential,train
tr_tophanelioğlu05_clip009.wav,traffic\tr_tophanelioğlu05_clip009.wav,traffic,,Zoom H4essential,train
tr_aurangabad01_clip066.wav,traffic\tr_aurangabad01_clip066.wav,traffic,2.0,Zoom H4essential,train
cc_vs04_clip010.wav,crowd_chatter\cc_vs04_clip010.wav,crowd_chatter,,Zoom H4essential,train
wtr_iphone01_clip003.wav,wind_trees\wtr_iphone01_clip003.wav,wind_trees,2.0,Zoom H4essential,train
cc_vs07_clip002.wav,crowd_chatter\cc_vs07_clip002.wav,crowd_chatter,,Zoom H4essential,train
tr_tophanelioğlu01_clip017.wav,traffic\tr_tophanelioğlu01_clip017.wav,traffic,,Zoom H4essential,train
tr_tophanelioğlu01_clip019.wav,traffic\tr_tophanelioğlu01_clip019.wav,traffic,,Zoom H4essential,train
wtr_koru29_clip006.wav,wind_trees\wtr_koru29_clip006.wav,wind_trees,,Zoom H4essential,train
cc_vs08_clip001.wav,crowd_chatter\cc_vs08_clip001.wav,crowd_chatter,,Zoom H4essential,train
ft_koru33_clip004.wav,footsteps\ft_koru33_clip004.wav,footsteps,,Zoom H4essential,train
siren_ambulance02_clip017.wav,siren\siren_ambulance02_clip017.wav,siren,2.0,Zoom H4essential,train
ft_koru13_clip003.wav,footsteps\ft_koru13_clip003.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip023.wav,siren\siren_tornado01_clip023.wav,siren,2.0,Zoom H4essential,train
ft_koru27_clip005.wav,footsteps\ft_koru27_clip005.wav,footsteps,,Zoom H4essential,train
pt_plane02_clip006.wav,public_transport\pt_plane02_clip006.wav,public_transport,2.0,Zoom H4essential,train
bs_ozyegin5_clip001.wav,bird_sounds\bs_ozyegin5_clip001.wav,bird_sounds,,Zoom H4essential,train
cc_vs05_clip004.wav,crowd_chatter\cc_vs05_clip004.wav,crowd_chatter,,Zoom H4essential,train
pt_plane01_clip008.wav,public_transport\pt_plane01_clip008.wav,public_transport,2.0,Zoom H4essential,train
const_bozcaada01_clip030.wav,construction\const_bozcaada01_clip030.wav,construction,2.0,Zoom H4essential,train
siren_ambulance03_clip005.wav,siren\siren_ambulance03_clip005.wav,siren,2.0,Zoom H4essential,train
wtr_tophanelioglu01_clip004.wav,wind_trees\wtr_tophanelioglu01_clip004.wav,wind_trees,,Zoom H4essential,train
pt_plane01_clip028.wav,public_transport\pt_plane01_clip028.wav,public_transport,2.0,Zoom H4essential,train
ft_koru22_clip009.wav,footsteps\ft_koru22_clip009.wav,footsteps,,Zoom H4essential,train
bs_ozyegin12_clip001.wav,bird_sounds\bs_ozyegin12_clip001.wav,bird_sounds,,Zoom H4essential,train
cc_vs04_clip014.wav,crowd_chatter\cc_vs04_clip014.wav,crowd_chatter,,Zoom H4essential,train
siren_tornado01_clip016.wav,siren\siren_tornado01_clip016.wav,siren,2.0,Zoom H4essential,train
ft_koru27_clip012.wav,footsteps\ft_koru27_clip012.wav,footsteps,,Zoom H4essential,train
bs_ozyegin_clip003.wav,bird_sounds\bs_ozyegin_clip003.wav,bird_sounds,,Zoom H4essential,train
siren_ambulance02_clip008.wav,siren\siren_ambulance02_clip008.wav,siren,2.0,Zoom H4essential,train
siren_ambulance03_clip006.wav,siren\siren_ambulance03_clip006.wav,siren,2.0,Zoom H4essential,train
ft_koru27_clip016.wav,footsteps\ft_koru27_clip016.wav,footsteps,,Zoom H4essential,train
tr_aurangabad01_clip059.wav,traffic\tr_aurangabad01_clip059.wav,traffic,2.0,Zoom H4essential,train
cc_vs04_clip028.wav,crowd_chatter\cc_vs04_clip028.wav,crowd_chatter,,Zoom H4essential,train
siren_anma01_clip008.wav,siren\siren_anma01_clip008.wav,siren,2.0,Zoom H4essential,train
const_üsküdar01_clip001.wav,construction\const_üsküdar01_clip001.wav,construction,2.0,Zoom H4essential,train
pt_plane02_clip004.wav,public_transport\pt_plane02_clip004.wav,public_transport,2.0,Zoom H4essential,train
siren_tornado01_clip003.wav,siren\siren_tornado01_clip003.wav,siren,2.0,Zoom H4essential,train
cc_vs03_clip037.wav,crowd_chatter\cc_vs03_clip037.wav,crowd_chatter,,Zoom H4essential,train
siren_anma01_clip022.wav,siren\siren_anma01_clip022.wav,siren,2.0,Zoom H4essential,train
const_bozcaada03_clip002.wav,construction\const_bozcaada03_clip002.wav,construction,2.0,Zoom H4essential,train
tr_tophanelioğlu07_clip003.wav,traffic\tr_tophanelioğlu07_clip003.wav,traffic,,Zoom H4essential,train
ft_koru19_clip003.wav,footsteps\ft_koru19_clip003.wav,footsteps,,Zoom H4essential,train
siren_police03_clip007.wav,siren\siren_police03_clip007.wav,siren,2.0,Zoom H4essential,train
siren_ambulance02_clip010.wav,siren\siren_ambulance02_clip010.wav,siren,2.0,Zoom H4essential,train
pt_shuttle01_clip040.WAV,public_transport\pt_shuttle01_clip040.WAV,public_transport,,Zoom H4essential,train
cc_vs03_clip047.wav,crowd_chatter\cc_vs03_clip047.wav,crowd_chatter,,Zoom H4essential,train
const_üsküdar01_clip033.wav,construction\const_üsküdar01_clip033.wav,construction,2.0,Zoom H4essential,train
wtr_koru14_clip001.wav,wind_trees\wtr_koru14_clip001.wav,wind_trees,,Zoom H4essential,train
const_bozcaada01_clip040.wav,construction\const_bozcaada01_clip040.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin12_clip009.wav,bird_sounds\bs_ozyegin12_clip009.wav,bird_sounds,,Zoom H4essential,train
bs_ozyegin_clip008.wav,bird_sounds\bs_ozyegin_clip008.wav,bird_sounds,,Zoom H4essential,train
cc_mar04_clip009.wav,crowd_chatter\cc_mar04_clip009.wav,crowd_chatter,,Zoom H4essential,train
const_bozcaada01_clip027.wav,construction\const_bozcaada01_clip027.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin15_clip030.wav,bird_sounds\bs_ozyegin15_clip030.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada02_clip010.wav,construction\const_bozcaada02_clip010.wav,construction,2.0,Zoom H4essential,train
pt_bus01_clip040.WAV,public_transport\pt_bus01_clip040.WAV,public_transport,,Zoom H4essential,train
wtr_forest01_clip017.wav,wind_trees\wtr_forest01_clip017.wav,wind_trees,2.0,Zoom H4essential,train
siren_anma01_clip007.wav,siren\siren_anma01_clip007.wav,siren,2.0,Zoom H4essential,train
const_üsküdar01_clip005.wav,construction\const_üsküdar01_clip005.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin15_clip017.wav,bird_sounds\bs_ozyegin15_clip017.wav,bird_sounds,,Zoom H4essential,train
cc_vs05_clip002.wav,crowd_chatter\cc_vs05_clip002.wav,crowd_chatter,,Zoom H4essential,train
const_bozcaada02_clip025.wav,construction\const_bozcaada02_clip025.wav,construction,2.0,Zoom H4essential,train
siren_ambulance03_clip004.wav,siren\siren_ambulance03_clip004.wav,siren,2.0,Zoom H4essential,train
pt_shuttle01_clip035.WAV,public_transport\pt_shuttle01_clip035.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin14_clip009.wav,bird_sounds\bs_ozyegin14_clip009.wav,bird_sounds,2.031,Zoom H4essential,train
tr_aurangabad01_clip018.wav,traffic\tr_aurangabad01_clip018.wav,traffic,2.0,Zoom H4essential,train
wtr_forest01_clip026.wav,wind_trees\wtr_forest01_clip026.wav,wind_trees,2.0,Zoom H4essential,train
ft_home02_clip005.wav,footsteps\ft_home02_clip005.wav,footsteps,2.0,Zoom H4essential,train
const_bozcaada03_clip012.wav,construction\const_bozcaada03_clip012.wav,construction,2.0,Zoom H4essential,train
const_bozcaada03_clip005.wav,construction\const_bozcaada03_clip005.wav,construction,2.0,Zoom H4essential,train
siren_tornado01_clip046.wav,siren\siren_tornado01_clip046.wav,siren,2.0,Zoom H4essential,train
const_bozcaada02_clip008.wav,construction\const_bozcaada02_clip008.wav,construction,2.0,Zoom H4essential,train
tr_tophanelioğlu09_clip008.wav,traffic\tr_tophanelioğlu09_clip008.wav,traffic,,Zoom H4essential,train
wtr_tophanelioglu01_clip001.wav,wind_trees\wtr_tophanelioglu01_clip001.wav,wind_trees,,Zoom H4essential,train
wtr_koru20_clip007.wav,wind_trees\wtr_koru20_clip007.wav,wind_trees,,Zoom H4essential,train
pt_bus01_clip013.WAV,public_transport\pt_bus01_clip013.WAV,public_transport,,Zoom H4essential,train
siren_ambulance01_clip002.wav,siren\siren_ambulance01_clip002.wav,siren,2.0,Zoom H4essential,train
wtr_forest01_clip013.wav,wind_trees\wtr_forest01_clip013.wav,wind_trees,2.0,Zoom H4essential,train
wtr_koru17_clip006.wav,wind_trees\wtr_koru17_clip006.wav,wind_trees,,Zoom H4essential,train
const_bozcaada01_clip019.wav,construction\const_bozcaada01_clip019.wav,construction,2.0,Zoom H4essential,train
const_bozcaada02_clip021.wav,construction\const_bozcaada02_clip021.wav,construction,2.0,Zoom H4essential,train
const_bozcaada01_clip025.wav,construction\const_bozcaada01_clip025.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin17_clip003.wav,bird_sounds\bs_ozyegin17_clip003.wav,bird_sounds,,Zoom H4essential,train
cc_mar02_clip007.wav,crowd_chatter\cc_mar02_clip007.wav,crowd_chatter,,Zoom H4essential,train
